date,coffee,china_gdp_yoy_forecast,coffee_inventory,coffee_nearby,coffee_total_consumption_usda,colombia_coffee_exports,crude_nearby,non_commercial_net_position,sugar_nearby,vix_index
2015-12-22,98.235,,1749832.0,119.15,,,36.14,-13269.0,15.04,16.6
2015-12-23,98.341,,1736937.0,120.95,,,37.5,,15.15,15.57
2015-12-24,97.984,,1734612.0,119.7,,,38.1,,15.06,15.74
2015-12-25,97.847,,,,,,,,,
2015-12-28,97.919,,1733147.0,119.15,,,36.81,,14.76,16.91
2015-12-29,98.101,,1733932.0,121.45,,,37.87,-12290.0,14.78,16.08
2015-12-30,98.266,,1727796.0,123.65,,,36.6,,15.15,17.29
2015-12-31,98.631,,1727703.0,126.7,145637.0,1196000.0,37.04,,15.24,18.21
2016-01-01,98.683,,,,,,,,,
2016-01-04,98.869,,1730059.0,123.9,,,36.76,,14.97,20.7
2016-01-05,99.404,,1722419.0,123.0,,,35.97,-5076.0,14.57,19.34
2016-01-06,99.181,,1707072.0,119.95,,,33.97,,14.42,20.59
2016-01-07,98.219,,1706339.0,118.45,,,33.27,,14.75,24.99
2016-01-08,98.54,,1708064.0,119.0,,,33.16,,14.46,27.01
2016-01-11,98.725,,1710579.0,114.45,,,31.41,,14.15,24.3
2016-01-12,98.974,,1702139.0,114.35,,,30.44,-18749.0,14.05,22.47
2016-01-13,98.933,,1683412.0,114.8,,,30.48,,14.47,25.22
2016-01-14,99.089,,1683906.0,115.9,,,31.2,,14.88,23.95
2016-01-15,98.956,,1685751.0,114.9,,,29.42,,14.92,27.02
2016-01-18,98.956,,1687065.0,,,,,,,
2016-01-19,98.991,,1678760.0,115.65,,,28.46,-22661.0,14.75,26.05
2016-01-20,99.091,,1661779.0,111.6,,,26.55,,14.18,27.59
2016-01-21,99.056,,1635139.0,114.4,,,29.53,,14.45,26.69
2016-01-22,99.574,,1624203.0,116.0,,,32.19,,14.42,22.34
2016-01-25,99.36,,1624236.0,116.45,,,30.34,,14.1,24.15
2016-01-26,99.087,,1615027.0,116.7,,,31.45,-20511.0,14.02,22.5
2016-01-27,98.902,,1611074.0,118.2,,,32.3,,13.58,23.11
2016-01-28,98.51,,1609849.0,119.15,,,33.22,,13.25,22.42
2016-01-29,99.606,,1607584.0,116.35,,,33.62,,13.14,20.2
2016-01-31,,,,,,1098000.0,,,,
2016-02-01,99.009,,1602346.0,117.75,,,31.62,,12.83,19.98
2016-02-02,98.872,,1603707.0,119.85,,,29.88,-9333.0,12.99,21.98
2016-02-03,97.288,,1590545.0,121.55,,,32.28,,12.89,21.65
2016-02-04,96.474,,1591604.0,123.2,,,31.72,,12.89,21.84
2016-02-05,97.031,,1588777.0,120.4,,,30.89,,13.27,23.38
2016-02-08,96.57,,1589718.0,115.75,,,29.69,,13.45,26.0
2016-02-09,96.071,,1591658.0,114.75,,,27.94,-5773.0,13.39,26.54
2016-02-10,95.888,,1585753.0,114.75,,,27.45,,13.38,26.29
2016-02-11,95.562,,1571106.0,113.0,,,26.21,,13.07,28.14
2016-02-12,95.94,,1568944.0,115.55,,,29.44,,13.15,25.4
2016-02-15,95.94,,1568944.0,,,,,,,
2016-02-16,96.868,,1568394.0,114.9,,,29.04,-11090.0,13.22,24.11
2016-02-17,96.786,,1565228.0,114.55,,,30.66,,13.16,22.31
2016-02-18,96.951,,1565228.0,114.15,,,30.77,,12.78,21.64
2016-02-19,96.6,,1564154.0,115.75,,,29.64,,12.52,20.53
2016-02-22,97.379,,1561234.0,119.85,,,31.48,,12.61,19.38
2016-02-23,97.481,,1560901.0,117.8,,,31.87,-7490.0,14.0,20.98
2016-02-24,97.458,,1555039.0,115.05,,,32.15,,13.97,20.72
2016-02-25,97.287,,1554764.0,114.65,,,33.07,,14.24,19.11
2016-02-26,98.148,,1554263.0,113.0,,,32.78,,13.91,19.81
2016-02-29,98.211,,1546141.0,112.65,,1113000.0,33.75,,14.56,20.55
2016-03-01,98.352,,1539716.0,112.5,,,34.4,-17988.0,14.39,17.7
2016-03-02,98.214,,1533661.0,113.35,,,34.66,,14.67,17.09
2016-03-03,97.592,,1526101.0,115.6,,,34.57,,14.84,16.7
2016-03-04,97.34,,1522006.0,118.8,,,35.92,,14.83,16.86
2016-03-07,97.071,,1521103.0,118.65,,,37.9,,14.66,17.35
2016-03-08,97.209,,1518779.0,120.2,,,36.5,-4560.0,14.86,18.67
2016-03-09,97.173,,1517709.0,120.85,,,38.29,,14.63,18.34
2016-03-10,96.066,,1491864.0,120.6,,,37.84,,14.82,18.05
2016-03-11,96.172,,1471736.0,124.4,,,38.5,,15.13,16.5
2016-03-14,96.624,,1462429.0,125.6,,,37.18,,15.42,16.92
2016-03-15,96.633,,1454796.0,124.1,,,36.34,14865.0,15.32,16.84
2016-03-16,95.89,,1454683.0,127.4,,,38.46,,15.47,14.99
2016-03-17,94.76,,1445818.0,132.0,,,40.2,,15.99,14.44
2016-03-18,95.086,,1440001.0,133.85,,,39.44,,15.97,14.02
2016-03-21,95.288,,1441223.0,131.55,,,39.91,,16.29,13.79
2016-03-22,95.648,,1434541.0,134.65,,,41.45,28693.0,16.58,14.17
2016-03-23,96.046,,1429316.0,131.1,,,39.79,,16.71,14.94
2016-03-24,96.142,,1429298.0,127.55,,,39.46,,15.87,14.74
2016-03-25,96.273,,1429023.0,,,,,,,
2016-03-28,95.943,,1430048.0,128.55,,,39.39,,15.94,15.24
2016-03-29,95.16,,1428449.0,127.45,,,38.28,28276.0,15.86,13.82
2016-03-30,94.841,,1431211.0,127.0,,,38.32,,15.87,13.56
2016-03-31,94.586,,1430806.0,127.45,,1092000.0,38.34,,15.35,13.95
2016-04-01,94.619,,1420499.0,127.25,,,36.79,,15.18,13.1
2016-04-04,94.51,,1419366.0,122.8,,,35.7,,14.64,14.12
2016-04-05,94.631,,1414117.0,120.9,,,35.89,17973.0,14.64,15.42
2016-04-06,94.43,,1416212.0,121.5,,,37.75,,14.62,14.09
2016-04-07,94.482,,1417257.0,119.8,,,37.26,,14.43,16.16
2016-04-08,94.235,,1416864.0,120.45,,,39.72,,14.69,15.36
2016-04-11,93.95,,1413774.0,123.35,,,40.36,,14.15,16.26
2016-04-12,93.959,,1412351.0,124.6,,,42.17,11462.0,14.07,14.85
2016-04-13,94.744,,1412446.0,121.75,,,41.76,,14.01,13.84
2016-04-14,94.902,,1411684.0,123.15,,,41.5,,14.13,13.72
2016-04-15,94.696,,1408307.0,122.95,,,40.36,,15.04,13.62
2016-04-18,94.49,,1407667.0,124.0,,,39.78,,15.35,13.35
2016-04-19,93.976,,1403384.0,125.85,,,41.08,14665.0,15.17,13.24
2016-04-20,94.492,,1403200.0,127.15,,,42.63,,15.57,13.28
2016-04-21,94.599,,1401270.0,123.55,,,43.18,,15.58,13.95
2016-04-22,95.116,,1397910.0,122.75,,,43.73,,15.26,13.22
2016-04-25,94.842,,1397705.0,123.1,,,42.64,,15.63,14.08
2016-04-26,94.573,,1394566.0,125.25,,,44.04,10998.0,15.77,13.96
2016-04-27,94.387,,1389091.0,121.05,,,45.33,,15.55,13.77
2016-04-28,93.761,,1386066.0,120.4,,,46.03,,15.32,15.22
2016-04-29,93.082,,1381386.0,120.85,,,45.92,,16.16,15.7
2016-04-30,,,,,,931000.0,,,,
2016-05-02,92.626,,1379177.0,119.1,,,44.78,,16.21,14.68
2016-05-03,92.944,,1378815.0,118.6,,,43.65,-2553.0,16.25,15.6
2016-05-04,93.179,,,119.1,,,43.78,,16.65,16.05
2016-05-05,93.78,,1377193.0,120.9,,,44.32,,15.84,15.91
2016-05-06,93.888,,1377074.0,123.45,,,44.66,,15.74,14.72
2016-05-09,94.128,,1372322.0,125.15,,,43.44,,15.88,14.57
2016-05-10,94.29,,1371464.0,126.9,,,44.66,6790.0,16.02,13.63
2016-05-11,93.823,,1373444.0,127.9,,,46.23,,16.77,14.69
2016-05-12,94.15,,1371287.0,128.2,,,46.7,,16.98,14.41
2016-05-13,94.608,,1369877.0,128.8,,,46.21,,16.74,15.04
2016-05-16,94.572,,1369854.0,132.7,,,47.72,,16.89,14.68
2016-05-17,94.548,,1369304.0,131.85,,,48.31,22474.0,16.82,15.57
2016-05-18,95.08,,1366987.0,129.3,,,48.19,,16.81,15.95
2016-05-19,95.287,,1361343.0,123.95,,,48.16,,16.7,16.33
2016-05-20,95.334,,1357791.0,124.7,,,47.75,,17.07,15.2
2016-05-23,95.231,,1356748.0,122.15,,,48.08,,16.8,15.82
2016-05-24,95.571,,1355237.0,121.8,,,48.62,10300.0,16.61,14.42
2016-05-25,95.354,,1352304.0,121.4,,,49.56,,17.16,13.9
2016-05-26,95.168,,1351384.0,121.5,,,49.48,,17.42,13.43
2016-05-27,95.521,,1354059.0,121.3,,,49.33,,17.52,13.12
2016-05-30,95.521,,,,,,,,,
2016-05-31,95.891,,1312599.0,121.55,,891000.0,49.1,86.0,17.49,14.19
2016-06-01,95.455,,1311998.0,121.9,,,49.01,,17.41,14.2
2016-06-02,95.564,,1313669.0,123.0,,,49.17,,18.08,13.63
2016-06-03,94.029,,1316109.0,127.1,,,48.62,,18.75,13.47
2016-06-06,93.902,,1304508.0,131.7,,,49.69,,18.78,13.65
2016-06-07,93.828,,1307808.0,132.2,,,50.36,9418.0,19.0,14.05
2016-06-08,93.59,,1309190.0,139.65,,,51.23,,19.61,14.08
2016-06-09,93.953,,1309090.0,133.95,,,50.56,,19.74,14.64
2016-06-10,94.571,,1312310.0,136.95,,,49.07,,19.7,17.03
2016-06-13,94.362,,1312202.0,137.3,,,48.88,,19.54,20.97
2016-06-14,94.928,,1315017.0,135.1,,,48.49,26258.0,19.34,20.5
2016-06-15,94.61,,1317657.0,138.2,,,48.01,,19.76,20.14
2016-06-16,94.569,,1317657.0,139.5,,,46.21,,19.68,19.37
2016-06-17,94.206,,1321232.0,140.75,,,47.98,,19.76,19.41
2016-06-20,93.611,,1323151.0,139.5,,,49.37,,19.69,18.37
2016-06-21,94.017,,1320068.0,138.5,,,48.85,34251.0,19.24,18.48
2016-06-22,93.716,,1318768.0,136.95,,,49.13,,19.04,21.17
2016-06-23,93.529,,1314585.0,139.25,,,50.11,,19.04,17.25
2016-06-24,95.448,,1314135.0,134.35,,,47.64,,19.0,25.76
2016-06-27,96.544,,1312485.0,134.5,,,46.33,,19.48,23.85
2016-06-28,96.245,,1310813.0,138.9,,,47.85,36184.0,19.81,18.75
2016-06-29,95.769,,1309963.0,142.85,,,49.88,,20.82,16.64
2016-06-30,96.143,,1305756.0,144.1,,935000.0,48.33,,20.15,15.63
2016-07-01,95.649,,1304181.0,144.85,,,48.99,,20.78,14.77
2016-07-04,95.649,,,,,,,,,
2016-07-05,96.166,,1304181.0,144.2,,,46.6,40026.0,20.87,15.58
2016-07-06,96.053,,1301431.0,141.95,,,47.43,,20.57,14.96
2016-07-07,96.328,,1296917.0,140.45,,,45.14,,19.73,14.76
2016-07-08,96.302,,1297352.0,142.75,,,45.41,,19.57,13.2
2016-07-11,96.571,,1297892.0,147.95,,,44.76,,20.28,13.54
2016-07-12,96.441,,1297892.0,145.95,,,46.8,42526.0,19.72,13.55
2016-07-13,96.216,,1296127.0,146.2,,,44.75,,19.48,13.04
2016-07-14,96.077,,1297202.0,150.3,,,45.68,,19.91,12.82
2016-07-15,96.58,,1300670.0,145.7,,,45.95,,19.31,12.67
2016-07-18,96.562,,1299745.0,147.8,,,45.24,,19.37,12.44
2016-07-19,97.063,,1298370.0,144.65,,,44.65,43574.0,19.36,11.97
2016-07-20,97.201,,1290593.0,147.0,,,44.94,,19.28,11.77
2016-07-21,97.0,,1298636.0,146.85,,,44.75,,19.56,12.74
2016-07-22,97.467,,1298086.0,141.9,,,44.19,,19.59,12.02
2016-07-25,97.286,,1300350.0,141.1,,,43.13,,19.89,12.87
2016-07-26,97.156,,1302563.0,141.6,,,42.92,42280.0,19.52,13.05
2016-07-27,97.053,,1295474.0,141.2,,,41.92,,19.1,12.83
2016-07-28,96.739,,1292999.0,142.15,,,41.14,,18.8,12.72
2016-07-29,95.53,,1289540.0,146.2,,,41.6,,19.05,11.87
2016-07-31,,,,,,489000.0,,,,
2016-08-01,95.713,,1292468.0,143.45,,,40.06,,18.81,12.44
2016-08-02,95.064,,1293110.0,141.25,,,39.51,39938.0,19.05,13.37
2016-08-03,95.563,,1294415.0,140.4,,,40.83,,19.04,12.86
2016-08-04,95.758,,1292031.0,142.1,,,41.93,,19.7,12.42
2016-08-05,96.194,,1291286.0,142.5,,,41.8,,20.35,11.39
2016-08-08,96.401,,1291130.0,141.1,,,43.02,,20.55,11.5
2016-08-09,96.183,,1290829.0,141.1,,,42.77,36600.0,20.39,11.66
2016-08-10,95.65,,1288740.0,138.65,,,41.71,,19.64,12.05
2016-08-11,95.857,,1283976.0,137.7,,,43.49,,19.6,11.68
2016-08-12,95.722,,1283476.0,136.85,,,44.49,,19.71,11.55
2016-08-15,95.629,,1289645.0,136.95,,,45.74,,19.98,11.81
2016-08-16,94.791,,1289510.0,137.4,,,46.58,31398.0,20.26,12.64
2016-08-17,94.718,,1288627.0,135.05,,,46.79,,19.72,12.19
2016-08-18,94.157,,1286931.0,138.15,,,48.22,,19.98,11.43
2016-08-19,94.511,,1286655.0,138.8,,,48.52,,19.77,11.34
2016-08-22,94.519,,1284409.0,144.1,,,47.05,,20.42,12.27
2016-08-23,94.539,,1282914.0,145.3,,,48.1,37608.0,20.73,12.38
2016-08-24,94.786,,1284134.0,142.15,,,46.77,,20.22,13.45
2016-08-25,94.772,,1284864.0,143.5,,,47.33,,20.55,13.63
2016-08-26,95.566,,1283799.0,143.9,,,47.64,,20.61,13.65
2016-08-29,95.58,,1280579.0,144.0,,,46.98,,20.67,12.94
2016-08-30,96.054,,1283419.0,144.75,,,46.35,37689.0,20.52,13.12
2016-08-31,96.022,,1282594.0,145.9,,1258000.0,44.7,,20.06,13.42
2016-09-01,95.653,,1280844.0,150.1,,,43.16,,19.59,13.48
2016-09-02,95.844,,1276364.0,150.1,,,44.44,,20.18,11.98
2016-09-05,95.844,,,,,,,,,
2016-09-06,94.823,,1273939.0,152.45,,,44.83,48645.0,20.22,12.02
2016-09-07,94.956,,1272008.0,153.85,,,45.5,,20.29,11.94
2016-09-08,95.027,,1272192.0,153.7,,,47.62,,20.22,12.51
2016-09-09,95.336,,1271092.0,149.95,,,45.88,,19.99,17.5
2016-09-12,95.095,,1269342.0,149.7,,,46.29,,20.24,15.16
2016-09-13,95.633,,1269342.0,147.35,,,44.9,48036.0,20.43,17.85
2016-09-14,95.327,,1270014.0,147.8,,,43.58,,20.13,18.14
2016-09-15,95.288,,1272025.0,147.6,,,43.91,,20.48,16.3
2016-09-16,96.108,,1271475.0,147.1,,,43.03,,21.78,15.37
2016-09-19,95.841,,1265413.0,151.5,,,43.3,,22.1,15.53
2016-09-20,96.019,,1264955.0,155.5,,,43.44,49827.0,22.13,15.92
2016-09-21,95.66,,1264645.0,156.55,,,45.34,,22.2,13.3
2016-09-22,95.448,,1263187.0,155.25,,,46.32,,22.17,12.02
2016-09-23,95.477,,1263245.0,151.4,,,44.48,,22.13,12.29
2016-09-26,95.297,,1265143.0,153.55,,,45.93,,22.54,14.5
2016-09-27,95.435,,1265143.0,153.7,,,44.67,47331.0,23.02,13.1
2016-09-28,95.431,,1266486.0,153.1,,,47.05,,23.27,12.39
2016-09-29,95.535,,1266201.0,150.15,,,47.83,,22.76,14.02
2016-09-30,95.463,,1258353.0,151.55,,1040000.0,48.24,,22.53,13.29
2016-10-03,95.695,,1258758.0,147.55,,,48.81,,22.67,13.57
2016-10-04,96.169,,1258458.0,147.45,,,48.69,41707.0,23.26,13.63
2016-10-05,96.125,,1252617.0,148.2,,,49.83,,23.81,12.99
2016-10-06,96.765,,1256897.0,146.4,,,50.44,,23.11,12.84
2016-10-07,96.632,,1256347.0,148.0,,,49.81,,23.42,13.48
2016-10-10,96.929,,1256347.0,152.85,,,51.35,,23.13,13.38
2016-10-11,97.69,,1256280.0,150.8,,,50.79,41006.0,23.29,15.36
2016-10-12,97.966,,1259554.0,152.1,,,50.18,,23.15,15.91
2016-10-13,97.516,,1263829.0,152.7,,,50.44,,22.92,16.69
2016-10-14,98.019,,1267075.0,155.4,,,50.35,,22.91,16.12
2016-10-17,97.888,,1272451.0,157.1,,,49.94,,23.16,16.21
2016-10-18,97.895,,1274911.0,158.75,,,50.29,48892.0,23.02,15.28
2016-10-19,97.92,,1275051.0,157.85,,,51.6,,22.95,14.41
2016-10-20,98.315,,1275197.0,155.9,,,50.43,,22.62,13.75
2016-10-21,98.695,,1276912.0,156.1,,,50.85,,22.71,13.34
2016-10-24,98.756,,1275509.0,157.9,,,50.52,,23.2,13.02
2016-10-25,98.719,,1274471.0,164.5,,,49.96,60895.0,22.93,13.46
2016-10-26,98.629,,1275014.0,163.7,,,49.18,,22.67,14.24
2016-10-27,98.888,,1274887.0,164.8,,,49.72,,22.59,15.36
2016-10-28,98.348,,1276552.0,165.5,,,48.7,,22.16,16.19
2016-10-31,98.445,,1274978.0,164.15,,1230000.0,46.86,,21.57,17.06
2016-11-01,97.699,,1272628.0,161.45,,,46.67,65548.0,21.19,18.56
2016-11-02,97.398,,1274363.0,162.9,,,45.34,,21.7,19.32
2016-11-03,97.157,,1272988.0,165.65,,,44.66,,21.48,22.08
2016-11-04,97.065,,1272310.0,171.35,,,44.07,,21.73,22.51
2016-11-07,97.781,,1271935.0,174.35,,,44.89,,22.27,18.71
2016-11-08,97.861,,1273740.0,167.5,,,44.98,67942.0,21.97,18.74
2016-11-09,98.504,,1271740.0,170.1,,,45.27,,22.11,14.38
2016-11-10,98.785,,1271115.0,161.85,,,44.66,,21.65,14.74
2016-11-11,99.06,,1272367.0,159.45,,,43.41,,21.7,14.17
2016-11-14,100.11,,1272258.0,161.8,,,43.32,,21.63,14.48
2016-11-15,100.23,,1272442.0,161.8,,,45.81,60665.0,21.15,13.37
2016-11-16,100.41,,1274194.0,161.25,,,45.57,,20.36,13.72
2016-11-17,100.89,,1273529.0,159.3,,,45.42,,20.22,13.35
2016-11-18,101.21,,1272225.0,157.85,,,45.69,,20.15,12.85
2016-11-21,101.05,,1256846.0,158.65,,,47.49,,20.35,12.42
2016-11-22,101.04,,1256611.0,157.25,,,48.03,58045.0,19.75,12.41
2016-11-23,101.7,,1259086.0,154.65,,,47.96,,19.58,12.43
2016-11-24,101.7,,,,,,,,,
2016-11-25,101.49,,1257686.0,152.3,,,46.06,,19.84,12.34
2016-11-28,101.33,,1256154.0,153.0,,,47.08,,19.94,13.15
2016-11-29,100.93,,1256154.0,149.9,,,45.23,49729.0,19.66,12.9
2016-11-30,101.5,,1257383.0,147.5,,1330000.0,49.44,,19.81,13.33
2016-12-01,101.04,,1257108.0,141.8,,,51.06,,19.36,14.07
2016-12-02,100.77,,1259753.0,141.2,,,51.68,,19.12,14.12
2016-12-05,100.09,,1259753.0,140.2,,,51.79,,18.94,12.14
2016-12-06,100.49,,1259974.0,137.95,,,50.93,32902.0,19.51,11.79
2016-12-07,100.23,,1262724.0,137.9,,,49.77,,19.63,12.22
2016-12-08,101.1,,1264049.0,137.6,,,50.84,,19.45,12.64
2016-12-09,101.59,,1261639.0,135.55,,,51.5,,19.24,11.75
2016-12-12,101.03,,1254557.0,138.05,,,52.83,,19.25,12.64
2016-12-13,101.07,,1246742.0,138.9,,,52.98,25971.0,18.6,12.72
2016-12-14,101.76,,1248137.0,140.25,,,51.04,,18.03,13.19
2016-12-15,103.02,,1250012.0,138.3,,,50.9,,18.56,12.79
2016-12-16,102.95,,1253522.0,138.2,,,51.9,,18.22,12.2
2016-12-19,103.14,,1253736.0,141.2,,,52.12,,18.23,11.71
2016-12-20,103.29,,1254132.0,143.85,,,52.23,24027.0,18.25,11.45
2016-12-21,103.02,,1257767.0,144.55,,,52.49,,18.2,11.27
2016-12-22,103.09,,1262632.0,139.1,,,52.95,,18.16,11.43
2016-12-23,103.01,,1261362.0,136.15,,,53.02,,18.15,11.44
2016-12-26,102.97,,,,,,,,,
2016-12-27,103.02,,1263682.0,134.2,,,53.9,16975.0,18.54,11.99
2016-12-28,103.3,,1264892.0,133.5,,,54.06,,18.99,12.95
2016-12-29,102.68,,1247486.0,135.45,,,53.77,,19.49,13.37
2016-12-30,102.21,,1245379.0,137.05,,,53.72,,19.51,14.04
2016-12-31,,,,,152728.0,1450000.0,,,,
2017-01-02,102.78,,,,,,,,,
2017-01-03,103.21,,1249979.0,137.4,,,52.33,13896.0,20.51,12.85
2017-01-04,102.7,,1254689.0,141.8,,,53.26,,20.89,11.85
2017-01-05,101.52,,1252202.0,143.75,,,53.76,,20.78,11.67
2017-01-06,102.22,,1257811.0,142.85,,,53.99,,20.75,11.32
2017-01-09,101.93,,1262840.0,144.2,,,51.96,,20.42,11.56
2017-01-10,102.01,,1265565.0,147.7,,,50.82,20312.0,20.48,11.49
2017-01-11,101.78,,1273486.0,149.0,,,52.25,,20.56,11.26
2017-01-12,101.35,,1278389.0,149.6,,,53.01,,20.76,11.54
2017-01-13,101.18,,1279208.0,149.3,,,52.37,,20.52,11.23
2017-01-16,101.18,,1285285.0,,,,,,,
2017-01-17,100.33,,1292538.0,149.9,,,52.48,28435.0,20.73,11.87
2017-01-18,100.93,,1291063.0,149.2,,,51.08,,20.98,12.48
2017-01-19,101.15,,1288959.0,150.75,,,51.37,,20.18,12.78
2017-01-20,100.74,,1289877.0,153.2,,,52.42,,20.18,11.54
2017-01-23,100.16,,1296573.0,155.4,,,52.75,,20.64,11.77
2017-01-24,100.35,,1298678.0,152.35,,,53.18,34722.0,20.58,11.07
2017-01-25,100.03,,1290189.0,152.9,,,52.75,,20.34,10.81
2017-01-26,100.38,,1288675.0,151.45,,,53.78,,20.36,10.63
2017-01-27,100.53,,1288026.0,152.4,,,53.17,,20.33,10.58
2017-01-30,100.43,,1291366.0,151.15,,,52.63,,20.31,11.88
2017-01-31,99.512,,1297522.0,149.55,,1138000.0,52.81,34546.0,20.45,11.99
2017-02-01,99.641,,1295548.0,150.15,,,53.88,,20.84,11.81
2017-02-02,99.79,,1298550.0,145.95,,,53.54,,20.55,11.93
2017-02-03,99.868,,1304953.0,146.25,,,53.83,,21.11,10.97
2017-02-06,99.907,,1310870.0,144.2,,,53.01,,21.18,11.37
2017-02-07,100.26,,1308345.0,142.6,,,52.17,28974.0,20.72,11.29
2017-02-08,100.28,,1313307.0,142.9,,,52.34,,20.76,11.45
2017-02-09,100.65,,1311406.0,145.2,,,53.0,,20.65,10.88
2017-02-10,100.8,,1307969.0,145.75,,,53.86,,20.42,10.85
2017-02-13,100.96,,1310039.0,144.25,,,52.93,,20.0,11.07
2017-02-14,101.25,,1317067.0,143.65,,,53.2,27025.0,20.47,10.74
2017-02-15,101.18,,1317067.0,144.5,,,53.11,,20.48,11.97
2017-02-16,100.44,,1316148.0,146.3,,,53.36,,20.36,11.76
2017-02-17,100.95,,1321865.0,147.8,,,53.4,,20.3,11.49
2017-02-20,100.95,,1328434.0,,,,,,,
2017-02-21,101.37,,1326527.0,150.35,,,54.06,31011.0,20.8,11.57
2017-02-22,101.22,,1332864.0,149.2,,,53.59,,20.71,11.74
2017-02-23,101.05,,1334826.0,147.85,,,54.45,,20.16,11.71
2017-02-24,101.09,,1329914.0,144.4,,,53.99,,19.8,11.47
2017-02-27,101.13,,1328887.0,139.1,,,54.05,,19.09,12.09
2017-02-28,101.12,,1330969.0,140.7,,1182000.0,54.01,27600.0,19.31,12.92
2017-03-01,101.78,,1332634.0,142.65,,,53.83,,19.48,12.54
2017-03-02,102.2,,1338469.0,142.2,,,52.61,,19.66,11.81
2017-03-03,101.54,,1340109.0,141.25,,,53.33,,19.52,10.96
2017-03-06,101.64,,1339834.0,139.65,,,53.2,,19.15,11.24
2017-03-07,101.81,,1342565.0,139.0,,,53.14,23411.0,18.4,11.45
2017-03-08,102.07,,1338966.0,140.05,,,50.28,,18.4,11.86
2017-03-09,101.85,,1338874.0,138.75,,,49.28,,18.0,12.3
2017-03-10,101.25,,1341074.0,139.65,,,48.49,,18.22,11.66
2017-03-13,101.31,,1340044.0,140.5,,,48.4,,18.18,11.35
2017-03-14,101.7,,1339711.0,139.6,,,47.72,20108.0,18.16,12.3
2017-03-15,100.74,,1332561.0,139.2,,,48.86,,18.23,11.63
2017-03-16,100.36,,1338759.0,139.75,,,48.75,,18.25,11.21
2017-03-17,100.3,,1341092.0,140.8,,,48.78,,18.17,11.28
2017-03-20,100.41,,1342232.0,144.0,,,48.22,,17.7,11.34
2017-03-21,99.813,,1341948.0,143.5,,,47.34,22668.0,17.29,12.47
2017-03-22,99.677,,1341308.0,141.7,,,48.04,,17.3,12.81
2017-03-23,99.76,,1345841.0,140.5,,,47.7,,17.6,13.12
2017-03-24,99.627,,1350211.0,137.6,,,47.97,,17.71,12.96
2017-03-27,99.166,,1346198.0,139.2,,,47.73,,17.7,12.5
2017-03-28,99.712,,1345214.0,138.85,,,48.37,12890.0,17.56,11.53
2017-03-29,99.998,,1351047.0,139.3,,,49.51,,17.12,11.42
2017-03-30,100.41,,1352101.0,139.3,,,50.35,,16.81,11.54
2017-03-31,100.35,,1361597.0,139.3,,1161000.0,50.6,,16.76,12.37
2017-04-03,100.54,,1364014.0,137.85,,,50.24,,16.54,12.38
2017-04-04,100.54,,1364179.0,137.75,,,51.03,11989.0,16.16,11.79
2017-04-05,100.56,,1367569.0,137.3,,,51.15,,16.1,12.89
2017-04-06,100.67,,1372217.0,137.75,,,51.7,,16.45,12.39
2017-04-07,101.18,,1374482.0,140.05,,,52.24,,16.77,12.87
2017-04-10,101.02,,1380265.0,139.85,,,53.08,,16.63,14.05
2017-04-11,100.71,,1387072.0,140.2,,,53.4,13249.0,16.72,15.07
2017-04-12,100.78,,1395637.0,138.3,,,53.11,,16.7,15.77
2017-04-13,100.49,,1399461.0,138.9,,,53.18,,16.6,15.96
2017-04-14,100.51,,1400435.0,,,,,,,
2017-04-17,100.29,,1404031.0,141.1,,,52.65,,16.47,14.66
2017-04-18,99.499,,1411182.0,142.9,,,52.41,19931.0,16.7,14.42
2017-04-19,99.738,,1408018.0,138.0,,,50.44,,16.42,14.93
2017-04-20,99.778,,1405028.0,131.65,,,50.27,,16.33,14.15
2017-04-21,99.977,,1407878.0,129.85,,,49.62,,16.41,14.63
2017-04-24,99.092,,1409693.0,129.5,,,49.23,,16.24,10.84
2017-04-25,98.785,,1410688.0,129.9,,,49.56,95.0,16.18,10.76
2017-04-26,99.045,,1408331.0,128.15,,,49.62,,15.38,10.85
2017-04-27,99.076,,1408090.0,127.1,,,48.97,,15.18,10.36
2017-04-28,99.05,,1408158.0,131.05,,,49.33,,16.04,10.82
2017-04-30,,,,,,896000.0,,,,
2017-05-01,99.077,,1410133.0,133.6,,,48.84,,16.18,10.11
2017-05-02,98.976,,1410978.0,134.0,,,47.66,-4142.0,15.88,10.59
2017-05-03,99.209,,1411938.0,135.0,,,47.82,,15.77,10.68
2017-05-04,98.797,,1411381.0,132.7,,,45.52,,15.37,10.46
2017-05-05,98.648,,1413116.0,133.1,,,46.22,,15.31,10.57
2017-05-08,99.06,,1413116.0,134.55,,,46.43,,15.38,9.77
2017-05-09,99.658,,1414101.0,132.8,,,45.88,-2639.0,15.44,9.96
2017-05-10,99.669,,1420061.0,134.3,,,47.33,,15.84,10.21
2017-05-11,99.623,,1427110.0,131.9,,,47.83,,15.63,10.6
2017-05-12,99.252,,1430630.0,132.6,,,47.84,,15.51,10.4
2017-05-15,98.911,,1432431.0,131.25,,,48.85,,15.61,10.42
2017-05-16,98.105,,1437729.0,129.25,,,48.66,-5038.0,15.88,10.65
2017-05-17,97.575,,1443191.0,132.2,,,49.07,,16.3,15.59
2017-05-18,97.879,,1444314.0,127.4,,,49.35,,16.03,14.66
